sectionname,starttime,endtime,duration,responsetime,delta,condition,response,accuracy
FlankerStart_0,0.05998802185058594,7.859167098999023,7.7991790771484375,7.859167098999023,7.7991790771484375,,space,
Practice1_1,72.990718126297,74.7776050567627,1.7868869304656982,74.7776050567627,1.7868869304656982,left-inc,left,1
Practice1_2,74.8115611076355,75.31452798843384,0.5029668807983398,,,,,
Practice1_3,75.35265898704529,75.86082315444946,0.5081641674041748,,,,,
Practice1_4,75.894700050354,76.81076407432556,0.9160640239715576,76.81076407432556,0.9160640239715576,left-con,left,1
Practice1_5,76.84336996078491,77.34359312057495,0.5002231597900391,,,,,
Practice1_6,77.37753200531006,77.8818850517273,0.5043530464172363,,,,,
Practice1_7,77.91521501541138,78.77760314941406,0.8623881340026855,78.77760314941406,0.8623881340026855,left-con,left,1
Practice1_8,78.81009793281555,79.31017804145813,0.5000801086425781,,,,,
Practice1_9,79.34422993659973,79.84880995750427,0.504580020904541,,,,,
Practice1_10,79.88723516464233,80.66089415550232,0.7736589908599854,80.66089415550232,0.7736589908599854,left-neut,left,1
Practice1_11,80.69355201721191,81.21019697189331,0.5166449546813965,,,,,
Practice1_12,81.24425196647644,81.7445650100708,0.5003130435943604,,,,,
Practice1_13,81.77752900123596,82.7942271232605,1.0166981220245361,82.7942271232605,1.0166981220245361,left-con,left,1
Practice1_14,82.82682514190674,83.32686400413513,0.5000388622283936,,,,,
Practice1_15,83.36111497879028,83.87758493423462,0.5164699554443359,,,,,
Practice1_16,83.91103315353394,85.1944260597229,1.2833929061889648,85.1944260597229,1.2833929061889648,left-inc,left,1
Practice1_17,85.22689509391785,85.74354910850525,0.5166540145874023,,,,,
Practice1_18,85.77764916419983,86.29430913925171,0.5166599750518799,,,,,
Practice1_19,86.32771897315979,87.07776308059692,0.7500441074371338,87.07776308059692,0.7500441074371338,left-con,left,1
Practice1_20,87.11021614074707,87.6103241443634,0.500108003616333,,,,,
Practice1_21,87.64435195922852,88.16098594665527,0.5166339874267578,,,,,
Practice1_22,88.1990430355072,88.96546006202698,0.7664170265197754,88.96546006202698,0.7664170265197754,right-con,right,1
Practice1_23,88.99808406829834,89.510262966156,0.512178897857666,,,,,
Practice1_24,89.54435396194458,90.06102108955383,0.5166671276092529,,,,,
Practice1_25,90.09433102607727,91.04920101165771,0.9548699855804443,91.04920101165771,0.9548699855804443,left-neut,left,1
Practice1_26,91.08134508132935,91.59363913536072,0.5122940540313721,,,,,
Practice1_27,91.62773394584656,92.1278510093689,0.5001170635223389,,,,,
Practice1_28,92.18985795974731,93.22784900665283,1.0379910469055176,93.22784900665283,1.0379910469055176,right-inc,right,1
Practice1_29,93.26060914993286,93.77697205543518,0.5163629055023193,,,,,
Practice1_30,93.81106996536255,94.32782006263733,0.5167500972747803,,,,,
Practice1_31,94.36100101470947,94.91110515594482,0.5501041412353516,94.91110515594482,0.5501041412353516,left-neut,left,1
Practice1_32,94.9436399936676,95.44366812705994,0.500028133392334,,,,,
Practice1_33,95.47794604301453,95.99444508552551,0.5164990425109863,,,,,
Practice1_34,96.02794408798218,96.87789416313171,0.8499500751495361,96.87789416313171,0.8499500751495361,right-inc,right,1
Practice1_35,96.9103491306305,97.41036415100098,0.5000150203704834,,,,,
Practice1_36,97.44446301460266,97.94882106781006,0.5043580532073975,,,,,
Practice1_37,97.98201608657837,99.34459209442139,1.3625760078430176,99.34459209442139,1.3625760078430176,left-inc,left,1
Practice1_38,99.37716293334961,99.8937759399414,0.5166130065917969,,,,,
Practice1_39,99.93242502212524,100.44448804855347,0.5120630264282227,,,,,
Practice1_40,100.48235702514648,101.09448409080505,0.6121270656585693,101.09448409080505,0.6121270656585693,right-neut,right,1
Practice1_41,101.127032995224,101.62705302238464,0.5000200271606445,,,,,
Practice1_42,101.66134405136108,102.16555404663086,0.5042099952697754,,,,,
Practice1_43,102.19901704788208,103.01128005981445,0.812263011932373,103.01128005981445,0.812263011932373,right-inc,right,1
Practice1_44,103.0437331199646,103.54377913475037,0.5000460147857666,,,,,
Practice1_45,103.57786011695862,104.09455513954163,0.5166950225830078,,,,,
Practice1_46,104.12797904014587,105.17811107635498,1.0501320362091064,105.17811107635498,1.0501320362091064,left-inc,left,1
Practice1_47,105.21043705940247,105.7104549407959,0.5000178813934326,,,,,
Practice1_48,105.74452614784241,106.24469304084778,0.5001668930053711,,,,,
Practice1_49,106.2779791355133,106.98220014572144,0.7042210102081299,106.98220014572144,0.7042210102081299,left-inc,left,1
Practice1_50,107.01054811477661,107.52715301513672,0.5166049003601074,,,,,
Practice1_51,107.5612690448761,108.06139802932739,0.500128984451294,,,,,
Practice1_52,108.09454107284546,108.6945481300354,0.6000070571899414,108.6945481300354,0.6000070571899414,right-con,right,1
Practice1_53,108.72730994224548,109.24383997917175,0.5165300369262695,,,,,
Practice1_54,109.27794003486633,109.77811408042908,0.5001740455627441,,,,,
Practice1_55,109.81120610237122,110.47789692878723,0.6666908264160156,110.47789692878723,0.6666908264160156,right-con,right,1
Practice1_56,110.51050901412964,111.01069808006287,0.5001890659332275,,,,,
Practice1_57,111.04907608032227,111.5656349658966,0.5165588855743408,,,,,
Practice1_58,111.59908699989319,112.12794709205627,0.5288600921630859,112.12794709205627,0.5288600921630859,right-con,right,1
Practice1_59,112.16057109832764,112.66057896614075,0.5000078678131104,,,,,
Practice1_60,112.69466996192932,113.19481205940247,0.5001420974731445,,,,,
Practice1_61,113.22790002822876,113.99452495574951,0.766624927520752,113.99452495574951,0.766624927520752,left-con,left,1
Practice1_62,114.02715516090393,114.52721905708313,0.5000638961791992,,,,,
Practice1_63,114.5613329410553,115.06135296821594,0.5000200271606445,,,,,
Practice1_64,115.09464597702026,115.68241500854492,0.5877690315246582,115.68241500854492,0.5877690315246582,right-neut,right,1
Practice1_65,115.71469211578369,116.2271900177002,0.5124979019165039,,,,,
Practice1_66,116.26134610176086,116.76136803627014,0.5000219345092773,,,,,
Practice1_67,116.79480695724487,117.49484705924988,0.7000401020050049,117.49484705924988,0.7000401020050049,right-inc,right,1
Practice1_68,117.52727699279785,118.03176212310791,0.5044851303100586,,,,,
Practice1_69,118.06551194190979,118.57805013656616,0.5125381946563721,,,,,
Practice1_70,118.61147713661194,119.24472212791443,0.6332449913024902,119.24472212791443,0.6332449913024902,right-neut,right,1
Practice1_71,119.27731204032898,119.77734398841858,0.5000319480895996,,,,,
Practice1_72,119.81142902374268,120.31588411331177,0.5044550895690918,,,,,
Practice1_73,120.34925699234009,121.11155104637146,0.7622940540313721,121.11155104637146,0.7622940540313721,right-inc,right,1
Practice1_74,121.14399409294128,121.64414095878601,0.5001468658447266,,,,,
Practice1_75,121.67818903923035,122.19477915763855,0.5165901184082031,,,,,
Practice1_76,122.22806906700134,122.76141715049744,0.5333480834960938,122.76141715049744,0.5333480834960938,right-con,right,1
Practice1_77,122.79403305053711,123.29404807090759,0.5000150203704834,,,,,
Practice1_78,123.32812595367432,123.82814502716064,0.5000190734863281,,,,,
Practice1_79,123.86143112182617,124.37825298309326,0.5168218612670898,124.37825298309326,0.5168218612670898,right-neut,right,1
Practice1_80,124.4107129573822,124.91480112075806,0.5040881633758545,,,,,
Practice1_81,124.94945812225342,125.46148896217346,0.512030839920044,,,,,
Practice1_82,125.49479103088379,126.16148805618286,0.6666970252990723,126.16148805618286,0.6666970252990723,left-neut,left,1
Practice1_83,126.19408106803894,126.6941339969635,0.5000529289245605,,,,,
Practice1_84,126.72817611694336,127.2282919883728,0.5001158714294434,,,,,
Practice1_85,127.26148009300232,127.79506015777588,0.5335800647735596,127.79506015777588,0.5335800647735596,right-neut,right,1
Practice1_86,127.8274290561676,128.32745504379272,0.5000259876251221,,,,,
Practice1_87,128.36154413223267,128.86155796051025,0.5000138282775879,,,,,
Practice1_88,128.8948459625244,129.4282009601593,0.5333549976348877,129.4282009601593,0.5333549976348877,right-neut,right,1
Practice1_89,129.46085000038147,129.97760915756226,0.5167591571807861,,,,,
Practice1_0,130.01158213615417,130.52824211120605,0.5166599750518799,,,,,
Feedback1_0,130.562597990036,132.11086511611938,1.548267126083374,132.11086511611938,1.548267126083374,,space,1.0
Stim1_1,150.21158003807068,152.12848210334778,1.9169020652770996,152.12848210334778,1.9169020652770996,right-con,right,1
Stim1_2,152.16179513931274,152.66622114181519,0.5044260025024414,,,,,
Stim1_3,152.6996660232544,153.31179094314575,0.6121249198913574,153.31179094314575,0.6121249198913574,left-neut,left,1
Stim1_4,153.3451430797577,153.8452000617981,0.5000569820404053,,,,,
Stim1_5,153.87862014770508,154.67877101898193,0.8001508712768555,154.67877101898193,0.8001508712768555,left-inc,left,1
Stim1_6,154.7118570804596,155.21626996994019,0.5044128894805908,,,,,
Stim1_7,155.2453169822693,155.811870098114,0.5665531158447266,155.811870098114,0.5665531158447266,left-neut,left,1
Stim1_8,155.8452010154724,156.36188101768494,0.5166800022125244,,,,,
Stim1_9,156.39527106285095,156.9451940059662,0.5499229431152344,156.9451940059662,0.5499229431152344,right-neut,right,1
Stim1_10,156.9786069393158,157.49524211883545,0.5166351795196533,,,,,
Stim1_11,157.52849507331848,158.07857704162598,0.5500819683074951,158.07857704162598,0.5500819683074951,left-con,left,1
Stim1_12,158.11201405525208,158.62857103347778,0.516556978225708,,,,,
Stim1_13,158.66206192970276,159.36664700508118,0.704585075378418,159.36664700508118,0.704585075378418,left-inc,left,1
Stim1_14,159.39976906776428,159.91191601753235,0.5121469497680664,,,,,
Stim1_15,159.94535207748413,160.47861194610596,0.5332598686218262,160.47861194610596,0.5332598686218262,right-con,right,1
Stim1_16,160.51191401481628,161.0119390487671,0.5000250339508057,,,,,
Stim1_17,161.0452699661255,161.64539003372192,0.6001200675964355,161.64539003372192,0.6001200675964355,right-neut,right,1
Stim1_18,161.67857313156128,162.17879104614258,0.5002179145812988,,,,,
Stim1_19,162.21213912963867,162.7455620765686,0.5334229469299316,162.7455620765686,0.5334229469299316,left-con,left,1
Stim1_20,162.7786159515381,163.2786581516266,0.500042200088501,,,,,
Stim1_21,163.3120939731598,163.9833221435547,0.6712281703948975,163.9833221435547,0.6712281703948975,left-inc,left,1
Stim1_22,164.01612401008606,164.52870202064514,0.512578010559082,,,,,
Stim1_23,164.5619511604309,165.14532613754272,0.5833749771118164,165.14532613754272,0.5833749771118164,right-con,right,1
Stim1_24,165.17878198623657,165.69538807868958,0.5166060924530029,,,,,
Stim1_25,165.7286651134491,166.36652994155884,0.6378648281097412,166.36652994155884,0.6378648281097412,left-con,left,1
Stim1_26,166.39983296394348,166.9120490550995,0.5122160911560059,,,,,
Stim1_27,166.94550013542175,167.6788260936737,0.7333259582519531,167.6788260936737,0.7333259582519531,right-inc,right,1
Stim1_28,167.7119960784912,168.21204614639282,0.5000500679016113,,,,,
Stim1_29,168.24566411972046,169.06217908859253,0.8165149688720703,169.06217908859253,0.8165149688720703,left-inc,left,1
Stim1_30,169.09550404548645,169.61205911636353,0.5165550708770752,,,,,
Stim1_31,169.6453709602356,170.2120521068573,0.5666811466217041,170.2120521068573,0.5666811466217041,right-neut,right,1
Stim1_32,170.24552202224731,170.7497730255127,0.5042510032653809,,,,,
Stim1_33,170.7834529876709,171.47901511192322,0.6955621242523193,171.47901511192322,0.6955621242523193,right-inc,right,1
Stim1_34,171.5120620727539,172.01211094856262,0.5000488758087158,,,,,
Stim1_35,172.04548811912537,172.6954309940338,0.6499428749084473,172.6954309940338,0.6499428749084473,right-con,right,1
Stim1_36,172.72875714302063,173.22878003120422,0.5000228881835938,,,,,
Stim1_37,173.26205897331238,173.94541811943054,0.6833591461181641,173.94541811943054,0.6833591461181641,left-con,left,1
Stim1_38,173.97876811027527,174.47879910469055,0.5000309944152832,,,,,
Stim1_39,174.51224899291992,175.89561915397644,1.3833701610565186,175.89561915397644,1.3833701610565186,left-inc,left,1
Stim1_40,175.9287929534912,176.42888498306274,0.5000920295715332,,,,,
Stim1_41,176.4621000289917,177.04548811912537,0.583388090133667,177.04548811912537,0.583388090133667,right-con,right,1
Stim1_42,177.0788130760193,177.58316802978516,0.5043549537658691,,,,,
Stim1_43,177.61648893356323,178.24566197395325,0.6291730403900146,178.24566197395325,0.6291730403900146,left-con,left,1
Stim1_44,178.27882599830627,178.77885794639587,0.5000319480895996,,,,,
Stim1_45,178.81218314170837,179.429044008255,0.6168608665466309,179.429044008255,0.6168608665466309,right-con,right,1
Stim1_46,179.46241903305054,179.9788761138916,0.5164570808410645,,,,,
Stim1_47,180.0122561454773,180.7456750869751,0.7334189414978027,180.7456750869751,0.7334189414978027,right-inc,right,1
Stim1_48,180.77883410453796,181.27887296676636,0.5000388622283936,,,,,
Stim1_49,181.31232500076294,182.27913212776184,0.9668071269989014,182.27913212776184,0.9668071269989014,left-inc,left,1
Stim1_50,182.3122079372406,182.81226897239685,0.50006103515625,,,,,
Stim1_51,182.845685005188,183.629408121109,0.7837231159210205,183.629408121109,0.7837231159210205,right-inc,right,1
Stim1_52,183.6624391078949,184.1667239665985,0.5042848587036133,,,,,
Stim1_53,184.20005106925964,184.879075050354,0.6790239810943604,184.879075050354,0.6790239810943604,right-inc,right,1
Stim1_54,184.9122531414032,185.41225910186768,0.5000059604644775,,,,,
Stim1_55,185.44552898406982,186.16670203208923,0.7211730480194092,186.16670203208923,0.7211730480194092,right-neut,right,1
Stim1_56,186.19995999336243,186.71228098869324,0.5123209953308105,,,,,
Stim1_57,186.74555706977844,187.32897400856018,0.5834169387817383,187.32897400856018,0.5834169387817383,left-neut,left,1
Stim1_58,187.3622751235962,187.86230516433716,0.5000300407409668,,,,,
Stim1_59,187.89557194709778,188.4834849834442,0.5879130363464355,188.4834849834442,0.5879130363464355,left-con,left,1
Stim1_60,188.5164589881897,189.0289969444275,0.512537956237793,,,,,
Stim1_61,189.06228709220886,189.69565296173096,0.6333658695220947,189.69565296173096,0.6333658695220947,right-neut,right,1
Stim1_62,189.72895908355713,190.22901511192322,0.5000560283660889,,,,,
Stim1_63,190.26244592666626,190.76687002182007,0.5044240951538086,190.76687002182007,0.5044240951538086,left-neut,left,1
Stim1_64,190.8000030517578,191.31249904632568,0.5124959945678711,,,,,
Stim1_65,191.34564113616943,191.86233711242676,0.5166959762573242,191.86233711242676,0.5166959762573242,right-neut,right,1
Stim1_66,191.89566707611084,192.39570212364197,0.5000350475311279,,,,,
Stim1_67,192.42896795272827,192.96694707870483,0.5379791259765625,192.96694707870483,0.5379791259765625,left-con,left,1
Stim1_68,193.00029802322388,193.5123691558838,0.5120711326599121,,,,,
Stim1_69,193.5456781387329,194.06235003471375,0.516671895980835,194.06235003471375,0.516671895980835,left-neut,left,1
Stim1_70,194.09570598602295,194.59573793411255,0.5000319480895996,,,,,
Stim1_71,194.62896394729614,195.20028114318848,0.571317195892334,195.20028114318848,0.571317195892334,left-con,left,1
Stim1_72,195.23364400863647,195.74571013450623,0.512066125869751,,,,,
Stim1_73,195.7790060043335,196.3123540878296,0.5333480834960938,196.3123540878296,0.5333480834960938,left-con,left,1
Stim1_74,196.34571194648743,196.84576892852783,0.5000569820404053,,,,,
Stim1_75,196.87904810905457,197.41691398620605,0.5378658771514893,197.41691398620605,0.5378658771514893,right-con,right,1
Stim1_76,197.45029616355896,197.96243906021118,0.5121428966522217,,,,,
Stim1_77,197.99602603912354,198.64592003822327,0.6498939990997314,198.64592003822327,0.6498939990997314,right-inc,right,1
Stim1_78,198.67910504341125,199.17910814285278,0.5000030994415283,,,,,
Stim1_79,199.2125861644745,199.91256403923035,0.6999778747558594,199.91256403923035,0.6999778747558594,right-inc,right,1
Stim1_80,199.94576811790466,200.44582605361938,0.5000579357147217,,,,,
Stim1_81,200.47919297218323,201.07910299301147,0.5999100208282471,201.07910299301147,0.5999100208282471,right-con,right,1
Stim1_82,201.11245894432068,201.61250710487366,0.5000481605529785,,,,,
Stim1_83,201.64583110809326,202.21247005462646,0.5666389465332031,202.21247005462646,0.5666389465332031,right-con,right,1
Stim1_84,202.24581503868103,202.745854139328,0.5000391006469727,,,,,
Stim1_85,202.77914595603943,203.42910504341125,0.6499590873718262,203.42910504341125,0.6499590873718262,left-neut,left,1
Stim1_86,203.46244406700134,203.9670569896698,0.504612922668457,,,,,
Stim1_87,204.00014209747314,204.7291760444641,0.7290339469909668,204.7291760444641,0.7290339469909668,left-con,left,1
Stim1_88,204.76253414154053,205.2625961303711,0.5000619888305664,,,,,
Stim1_89,205.29601216316223,205.9460301399231,0.6500179767608643,205.9460301399231,0.6500179767608643,right-inc,right,1
Stim1_90,205.97918701171875,206.48359513282776,0.5044081211090088,,,,,
Stim1_91,206.51264595985413,207.12937092781067,0.616724967956543,207.12937092781067,0.616724967956543,right-inc,right,1
Stim1_92,207.1626889705658,207.67920994758606,0.5165209770202637,,,,,
Stim1_93,207.71252012252808,208.33337116241455,0.6208510398864746,208.33337116241455,0.6208510398864746,right-neut,right,1
Stim1_94,208.36692094802856,208.8793749809265,0.5124540328979492,,,,,
Stim1_95,208.91253113746643,209.46255803108215,0.5500268936157227,209.46255803108215,0.5500268936157227,left-con,left,1
Stim1_96,209.49589800834656,209.99593806266785,0.5000400543212891,,,,,
Stim1_97,210.0293390750885,210.8672981262207,0.8379590511322021,210.8672981262207,0.8379590511322021,left-inc,left,1
Stim1_98,210.90061497688293,211.41258597373962,0.5119709968566895,,,,,
Stim1_99,211.44617414474487,212.12942814826965,0.6832540035247803,212.12942814826965,0.6832540035247803,left-inc,left,1
Stim1_100,212.16260600090027,212.66264295578003,0.5000369548797607,,,,,
Stim1_101,212.69595909118652,213.32924604415894,0.6332869529724121,213.32924604415894,0.6332869529724121,left-con,left,1
Stim1_102,213.36277508735657,213.8792941570282,0.5165190696716309,,,,,
Stim1_103,213.91259908676147,214.52927494049072,0.616675853729248,214.52927494049072,0.616675853729248,right-con,right,1
Stim1_104,214.56264400482178,215.06719493865967,0.5045509338378906,,,,,
Stim1_105,215.10064697265625,215.79608798027039,0.6954410076141357,215.79608798027039,0.6954410076141357,right-inc,right,1
Stim1_106,215.82932209968567,216.32949113845825,0.500169038772583,,,,,
Stim1_107,216.362802028656,217.06281995773315,0.7000179290771484,217.06281995773315,0.7000179290771484,right-inc,right,1
Stim1_108,217.0961000919342,217.60038709640503,0.5042870044708252,,,,,
Stim1_109,217.63369607925415,218.2127001285553,0.5790040493011475,218.2127001285553,0.5790040493011475,left-neut,left,1
Stim1_110,218.24601411819458,218.7460560798645,0.5000419616699219,,,,,
Stim1_111,218.77936005592346,219.36272311210632,0.5833630561828613,219.36272311210632,0.5833630561828613,left-neut,left,1
Stim1_112,219.39604115486145,219.90043306350708,0.5043919086456299,,,,,
Stim1_113,219.93372201919556,220.46273493766785,0.52901291847229,220.46273493766785,0.52901291847229,right-neut,right,1
Stim1_114,220.4960651397705,220.99610209465027,0.5000369548797607,,,,,
Stim1_115,221.0293779373169,221.67942309379578,0.6500451564788818,221.67942309379578,0.6500451564788818,left-neut,left,1
Stim1_116,221.7127389907837,222.21711993217468,0.5043809413909912,,,,,
Stim1_117,222.25076007843018,222.8961009979248,0.6453409194946289,222.8961009979248,0.6453409194946289,left-con,left,1
Stim1_118,222.92940592765808,223.42947506904602,0.5000691413879395,,,,,
Stim1_119,223.46275210380554,224.01278710365295,0.5500349998474121,224.01278710365295,0.5500349998474121,right-neut,right,1
Stim1_120,224.0460970401764,224.54612612724304,0.5000290870666504,,,,,
Stim1_121,224.57942414283752,225.27947402000427,0.700049877166748,225.27947402000427,0.700049877166748,left-neut,left,1
Stim1_122,225.31279301643372,225.81281995773315,0.5000269412994385,,,,,
Stim1_123,225.84608697891235,226.53398299217224,0.6878960132598877,226.53398299217224,0.6878960132598877,right-con,right,1
Stim1_124,226.56731700897217,227.07950496673584,0.5121879577636719,,,,,
Stim1_125,227.112802028656,227.64619898796082,0.5333969593048096,227.64619898796082,0.5333969593048096,left-neut,left,1
Stim1_126,227.67948698997498,228.1795151233673,0.500028133392334,,,,,
Stim1_127,228.21280002593994,228.75071001052856,0.537909984588623,228.75071001052856,0.537909984588623,right-con,right,1
Stim1_128,228.78401613235474,229.29620814323425,0.5121920108795166,,,,,
Stim1_129,229.32947897911072,229.94615602493286,0.6166770458221436,229.94615602493286,0.6166770458221436,left-con,left,1
Stim1_130,229.9795150756836,230.47952795028687,0.5000128746032715,,,,,
Stim1_131,230.5128059387207,231.14629006385803,0.6334841251373291,231.14629006385803,0.6334841251373291,left-con,left,1
Stim1_132,231.17951893806458,231.67954206466675,0.5000231266021729,,,,,
Stim1_133,231.71298694610596,232.3128719329834,0.5998849868774414,232.3128719329834,0.5998849868774414,right-neut,right,1
Stim1_134,232.34622311592102,232.8462269306183,0.5000038146972656,,,,,
Stim1_135,232.87950897216797,233.5462510585785,0.6667420864105225,233.5462510585785,0.6667420864105225,right-con,right,1
Stim1_136,233.57956099510193,234.0795919895172,0.5000309944152832,,,,,
Stim1_137,234.11301493644714,234.82968616485596,0.7166712284088135,234.82968616485596,0.7166712284088135,left-inc,left,1
Stim1_138,234.86292600631714,235.3673050403595,0.5043790340423584,,,,,
Stim1_139,235.4006450176239,235.9296190738678,0.5289740562438965,235.9296190738678,0.5289740562438965,right-neut,right,1
Stim1_140,235.963073015213,236.47962307929993,0.5165500640869141,,,,,
Stim1_141,236.51303911209106,237.17975902557373,0.666719913482666,237.17975902557373,0.666719913482666,right-inc,right,1
Stim1_142,237.21299004554749,237.71732211112976,0.5043320655822754,,,,,
Stim1_143,237.7506721019745,238.34630298614502,0.5956308841705322,238.34630298614502,0.5956308841705322,left-neut,left,1
Stim1_144,238.37961506843567,238.87966513633728,0.5000500679016113,,,,,
Stim1_145,238.91325211524963,239.63433194160461,0.7210798263549805,239.63433194160461,0.7210798263549805,right-inc,right,1
Stim1_146,239.66751194000244,240.17969608306885,0.5121841430664062,,,,,
Stim1_147,240.21311712265015,240.91323614120483,0.7001190185546875,240.91323614120483,0.7001190185546875,right-inc,right,1
Stim1_148,240.94633412361145,241.4463860988617,0.5000519752502441,,,,,
Stim1_149,241.47962594032288,242.11751103401184,0.6378850936889648,242.11751103401184,0.6378850936889648,left-con,left,1
Stim1_150,242.15088510513306,242.6630790233612,0.5121939182281494,,,,,
Stim1_151,242.6963460445404,243.27969908714294,0.5833530426025391,243.27969908714294,0.5833530426025391,right-neut,right,1
Stim1_152,243.31317496299744,243.82973194122314,0.516556978225708,,,,,
Stim1_153,243.86316514015198,244.52984499931335,0.666679859161377,244.52984499931335,0.666679859161377,left-inc,left,1
Stim1_154,244.56304812431335,245.0632300376892,0.5001819133758545,,,,,
Stim1_155,245.09652709960938,245.72990202903748,0.6333749294281006,245.72990202903748,0.6333749294281006,right-inc,right,1
Stim1_156,245.76304006576538,246.2841830253601,0.5211429595947266,,,,,
Stim1_157,246.31737112998962,246.94639205932617,0.6290209293365479,246.94639205932617,0.6290209293365479,right-con,right,1
Stim1_158,246.97975516319275,247.47981810569763,0.5000629425048828,,,,,
Stim1_159,247.5132429599762,248.1965651512146,0.6833221912384033,248.1965651512146,0.6833221912384033,left-inc,left,1
Stim1_160,248.22977113723755,248.73416304588318,0.5043919086456299,,,,,
Stim1_161,248.76762795448303,249.36313009262085,0.5955021381378174,249.36313009262085,0.5955021381378174,right-neut,right,1
Stim1_162,249.39645314216614,249.89650201797485,0.5000488758087158,,,,,
Stim1_163,249.92994904518127,250.59664607048035,0.6666970252990723,250.59664607048035,0.6666970252990723,right-inc,right,1
Stim1_164,250.62980699539185,251.13000106811523,0.5001940727233887,,,,,
Stim1_165,251.16327214241028,251.81334900856018,0.6500768661499023,251.81334900856018,0.6500768661499023,left-inc,left,1
Stim1_166,251.8464879989624,252.34650111198425,0.5000131130218506,,,,,
Stim1_167,252.37979197502136,252.92989015579224,0.550098180770874,252.92989015579224,0.550098180770874,left-neut,left,1
Stim1_168,252.967679977417,253.47986698150635,0.5121870040893555,,,,,
Stim1_169,253.5134289264679,254.16334009170532,0.6499111652374268,254.16334009170532,0.6499111652374268,left-inc,left,1
Stim1_170,254.19649410247803,254.6965470314026,0.5000529289245605,,,,,
Stim1_171,254.7297990322113,255.31771802902222,0.5879189968109131,255.31771802902222,0.5879189968109131,right-con,right,1
Stim1_172,255.35114908218384,255.86323809623718,0.5120890140533447,,,,,
Stim1_173,255.8966691493988,256.46322202682495,0.5665528774261475,256.46322202682495,0.5665528774261475,right-neut,right,1
Stim1_174,256.4965250492096,256.9965600967407,0.5000350475311279,,,,,
Stim1_175,257.0298409461975,257.6010980606079,0.5712571144104004,257.6010980606079,0.5712571144104004,left-con,left,1
Stim1_176,257.63455510139465,258.1466519832611,0.5120968818664551,,,,,
Stim1_177,258.18017315864563,258.9467270374298,0.7665538787841797,258.9467270374298,0.7665538787841797,right-inc,right,1
Stim1_178,258.97989106178284,259.479905128479,0.500014066696167,,,,,
Stim1_179,259.5133731365204,260.18004608154297,0.666672945022583,260.18004608154297,0.666672945022583,left-inc,left,1
Stim1_180,260.2132749557495,260.72998905181885,0.5167140960693359,,,,,
