,Labels,TimeStamps
0,['Onset Practice1'],1706284432.318915
1,['Response: left_1'],1706284434.127801
2,['Offset Practice1'],1706284434.1278327
3,['Onset Practice1'],1706284435.2228966
4,['Response: left_1'],1706284436.1557791
5,['Offset Practice1'],1706284436.1558084
6,['Onset Practice1'],1706284437.243398
7,['Response: left_1'],1706284438.1224535
8,['Offset Practice1'],1706284438.1224833
9,['Onset Practice1'],1706284439.2153888
10,['Response: left_1'],1706284440.0058744
11,['Offset Practice1'],1706284440.0059056
12,['Onset Practice1'],1706284441.1056798
13,['Response: left_1'],1706284442.1391888
14,['Offset Practice1'],1706284442.1392138
15,['Onset Practice1'],1706284443.2391684
16,['Response: left_1'],1706284444.5393436
17,['Offset Practice1'],1706284444.539373
18,['Onset Practice1'],1706284445.6558332
19,['Response: left_1'],1706284446.422532
20,['Offset Practice1'],1706284446.4225588
21,['Onset Practice1'],1706284447.527134
22,['Response: right_1'],1706284448.31036
23,['Offset Practice1'],1706284448.3103914
24,['Onset Practice1'],1706284449.422416
25,['Response: left_1'],1706284450.3934693
26,['Offset Practice1'],1706284450.3935006
27,['Onset Practice1'],1706284451.5179076
28,['Response: right_1'],1706284452.572694
29,['Offset Practice1'],1706284452.5727248
30,['Onset Practice1'],1706284453.689051
31,['Response: left_1'],1706284454.2559133
32,['Offset Practice1'],1706284454.255939
33,['Onset Practice1'],1706284455.3559806
34,['Response: right_1'],1706284456.2227395
35,['Offset Practice1'],1706284456.2227662
36,['Onset Practice1'],1706284457.3100379
37,['Response: left_1'],1706284458.6893802
38,['Offset Practice1'],1706284458.689417
39,['Onset Practice1'],1706284459.8103485
40,['Response: right_1'],1706284460.4392676
41,['Offset Practice1'],1706284460.4393072
42,['Onset Practice1'],1706284461.5270035
43,['Response: right_1'],1706284462.3560746
44,['Offset Practice1'],1706284462.356105
45,['Onset Practice1'],1706284463.4559505
46,['Response: left_1'],1706284464.5227928
47,['Offset Practice1'],1706284464.5228248
48,['Onset Practice1'],1706284465.6059349
49,['Response: left_1'],1706284466.3229146
50,['Offset Practice1'],1706284466.3229487
51,['Onset Practice1'],1706284467.4224815
52,['Response: right_1'],1706284468.0393028
53,['Offset Practice1'],1706284468.0393338
54,['Onset Practice1'],1706284469.1391325
55,['Response: right_1'],1706284469.8226378
56,['Offset Practice1'],1706284469.8226638
57,['Onset Practice1'],1706284470.9269984
58,['Response: right_1'],1706284471.4727614
59,['Offset Practice1'],1706284471.4727876
60,['Onset Practice1'],1706284472.5557983
61,['Response: left_1'],1706284473.3392868
62,['Offset Practice1'],1706284473.3393173
63,['Onset Practice1'],1706284474.4225295
64,['Response: right_1'],1706284475.0272279
65,['Offset Practice1'],1706284475.0272543
66,['Onset Practice1'],1706284476.1226773
67,['Response: right_1'],1706284476.8395984
68,['Offset Practice1'],1706284476.8396282
69,['Onset Practice1'],1706284477.9393318
70,['Response: right_1'],1706284478.58938
71,['Offset Practice1'],1706284478.5894105
72,['Onset Practice1'],1706284479.6771
73,['Response: right_1'],1706284480.4562063
74,['Offset Practice1'],1706284480.4562378
75,['Onset Practice1'],1706284481.5558956
76,['Response: right_1'],1706284482.1060529
77,['Offset Practice1'],1706284482.1060834
78,['Onset Practice1'],1706284483.1892455
79,['Response: right_1'],1706284483.7227073
80,['Offset Practice1'],1706284483.7227378
81,['Onset Practice1'],1706284484.8225913
82,['Response: left_1'],1706284485.5059328
83,['Offset Practice1'],1706284485.505962
84,['Onset Practice1'],1706284486.5892673
85,['Response: right_1'],1706284487.139392
86,['Offset Practice1'],1706284487.1394224
87,['Onset Practice1'],1706284488.2226195
88,['Response: right_1'],1706284488.7727203
89,['Offset Practice1'],1706284488.7727475
90,['Response: space_1.0'],1706284491.4598951
91,['Onset Stim1'],1706284509.539182
92,['Response: right_1'],1706284511.4758496
93,['Offset Stim1'],1706284511.4758828
94,['Onset Stim1'],1706284512.027248
95,['Response: left_1'],1706284512.6561854
96,['Offset Stim1'],1706284512.6562166
97,['Onset Stim1'],1706284513.2061944
98,['Response: left_1'],1706284514.0231066
99,['Offset Stim1'],1706284514.0231423
100,['Onset Stim1'],1706284514.5728798
101,['Response: left_1'],1706284515.1562078
102,['Offset Stim1'],1706284515.1562395
103,['Onset Stim1'],1706284515.7228234
104,['Response: right_1'],1706284516.2894518
105,['Offset Stim1'],1706284516.2894778
106,['Onset Stim1'],1706284516.856039
107,['Response: left_1'],1706284517.4228737
108,['Offset Stim1'],1706284517.4229035
109,['Onset Stim1'],1706284517.9895964
110,['Response: left_1'],1706284518.7110543
111,['Offset Stim1'],1706284518.7110815
112,['Onset Stim1'],1706284519.2728772
113,['Response: right_1'],1706284519.8229065
114,['Offset Stim1'],1706284519.8229365
115,['Onset Stim1'],1706284520.372786
116,['Response: right_1'],1706284520.9895902
117,['Offset Stim1'],1706284520.9896204
118,['Onset Stim1'],1706284521.5396461
119,['Response: left_1'],1706284522.0895698
120,['Offset Stim1'],1706284522.0896003
121,['Onset Stim1'],1706284522.6395934
122,['Response: left_1'],1706284523.327613
123,['Offset Stim1'],1706284523.327643
124,['Onset Stim1'],1706284523.8894389
125,['Response: right_1'],1706284524.48959
126,['Offset Stim1'],1706284524.4896185
127,['Onset Stim1'],1706284525.0561433
128,['Response: left_1'],1706284525.710329
129,['Offset Stim1'],1706284525.710356
130,['Onset Stim1'],1706284526.2729685
131,['Response: right_1'],1706284527.0230887
132,['Offset Stim1'],1706284527.0231156
133,['Onset Stim1'],1706284527.573123
134,['Response: left_1'],1706284528.4064424
135,['Offset Stim1'],1706284528.4064732
136,['Onset Stim1'],1706284528.9728193
137,['Response: right_1'],1706284529.5562978
138,['Offset Stim1'],1706284529.5563235
139,['Onset Stim1'],1706284530.1108925
140,['Response: right_1'],1706284530.8232598
141,['Offset Stim1'],1706284530.8232934
142,['Onset Stim1'],1706284531.3729172
143,['Response: right_1'],1706284532.0396173
144,['Offset Stim1'],1706284532.0396466
145,['Onset Stim1'],1706284532.5894783
146,['Response: left_1'],1706284533.2896252
147,['Offset Stim1'],1706284533.2896554
148,['Onset Stim1'],1706284533.8396587
149,['Response: left_1'],1706284535.23982
150,['Offset Stim1'],1706284535.2398467
151,['Onset Stim1'],1706284535.7894936
152,['Response: right_1'],1706284536.38966
153,['Offset Stim1'],1706284536.3896909
154,['Onset Stim1'],1706284536.943873
155,['Response: left_1'],1706284537.5896668
156,['Offset Stim1'],1706284537.5896935
157,['Onset Stim1'],1706284538.1395576
158,['Response: right_1'],1706284538.7731543
159,['Offset Stim1'],1706284538.7731862
160,['Onset Stim1'],1706284539.3396218
161,['Response: right_1'],1706284540.0898113
162,['Offset Stim1'],1706284540.0898414
163,['Onset Stim1'],1706284540.6396801
164,['Response: left_1'],1706284541.6231766
165,['Offset Stim1'],1706284541.6232061
166,['Onset Stim1'],1706284542.173027
167,['Response: right_1'],1706284542.973485
168,['Offset Stim1'],1706284542.9735184
169,['Onset Stim1'],1706284543.527382
170,['Response: right_1'],1706284544.2231755
171,['Offset Stim1'],1706284544.2232068
172,['Onset Stim1'],1706284544.7728503
173,['Response: right_1'],1706284545.510856
174,['Offset Stim1'],1706284545.5108867
175,['Onset Stim1'],1706284546.0728686
176,['Response: left_1'],1706284546.6730561
177,['Offset Stim1'],1706284546.6730924
178,['Onset Stim1'],1706284547.2228734
179,['Response: left_1'],1706284547.8275821
180,['Offset Stim1'],1706284547.8276136
181,['Onset Stim1'],1706284548.3895798
182,['Response: right_1'],1706284549.0396895
183,['Offset Stim1'],1706284549.039716
184,['Onset Stim1'],1706284549.5897293
185,['Response: left_1'],1706284550.1107326
186,['Offset Stim1'],1706284550.1107626
187,['Onset Stim1'],1706284550.6729155
188,['Response: right_1'],1706284551.2064085
189,['Offset Stim1'],1706284551.2064395
190,['Onset Stim1'],1706284551.7562337
191,['Response: left_1'],1706284552.3110437
192,['Offset Stim1'],1706284552.3110745
193,['Onset Stim1'],1706284552.8729339
194,['Response: left_1'],1706284553.406533
195,['Offset Stim1'],1706284553.406562
196,['Onset Stim1'],1706284553.9562116
197,['Response: left_1'],1706284554.5442653
198,['Offset Stim1'],1706284554.5442955
199,['Onset Stim1'],1706284555.106244
200,['Response: left_1'],1706284555.6564279
201,['Offset Stim1'],1706284555.6564574
202,['Onset Stim1'],1706284556.2062774
203,['Response: right_1'],1706284556.7609332
204,['Offset Stim1'],1706284556.760963
205,['Onset Stim1'],1706284557.3232474
206,['Response: right_1'],1706284557.990097
207,['Offset Stim1'],1706284557.990128
208,['Onset Stim1'],1706284558.5397966
209,['Response: right_1'],1706284559.2566004
210,['Offset Stim1'],1706284559.256632
211,['Onset Stim1'],1706284559.8063943
212,['Response: right_1'],1706284560.42311
213,['Offset Stim1'],1706284560.423141
214,['Onset Stim1'],1706284560.9730222
215,['Response: right_1'],1706284561.5564868
216,['Offset Stim1'],1706284561.5565166
217,['Onset Stim1'],1706284562.106329
218,['Response: left_1'],1706284562.7731113
219,['Offset Stim1'],1706284562.7731419
220,['Onset Stim1'],1706284563.3273149
221,['Response: left_1'],1706284564.0731437
222,['Offset Stim1'],1706284564.073179
223,['Onset Stim1'],1706284564.6231742
224,['Response: right_1'],1706284565.2899938
225,['Offset Stim1'],1706284565.2900193
226,['Onset Stim1'],1706284565.8397975
227,['Response: right_1'],1706284566.473306
228,['Offset Stim1'],1706284566.4733374
229,['Onset Stim1'],1706284567.0396624
230,['Response: right_1'],1706284567.677558
231,['Offset Stim1'],1706284567.6775894
232,['Onset Stim1'],1706284568.2396636
233,['Response: left_1'],1706284568.8064716
234,['Offset Stim1'],1706284568.8065095
235,['Onset Stim1'],1706284569.356462
236,['Response: left_1'],1706284570.2109172
237,['Offset Stim1'],1706284570.210944
238,['Onset Stim1'],1706284570.7732875
239,['Response: left_1'],1706284571.4733202
240,['Offset Stim1'],1706284571.4733584
241,['Onset Stim1'],1706284572.0230587
242,['Response: left_1'],1706284572.6731339
243,['Offset Stim1'],1706284572.6731632
244,['Onset Stim1'],1706284573.2396908
245,['Response: right_1'],1706284573.8731444
246,['Offset Stim1'],1706284573.8731759
247,['Onset Stim1'],1706284574.427727
248,['Response: right_1'],1706284575.1400185
249,['Offset Stim1'],1706284575.1400502
250,['Onset Stim1'],1706284575.689874
251,['Response: right_1'],1706284576.4066496
252,['Offset Stim1'],1706284576.4066873
253,['Onset Stim1'],1706284576.960757
254,['Response: left_1'],1706284577.5565693
255,['Offset Stim1'],1706284577.5566003
256,['Onset Stim1'],1706284578.1064122
257,['Response: left_1'],1706284578.7065463
258,['Offset Stim1'],1706284578.7065775
259,['Onset Stim1'],1706284579.2607663
260,['Response: right_1'],1706284579.8065314
261,['Offset Stim1'],1706284579.8065615
262,['Onset Stim1'],1706284580.3564136
263,['Response: left_1'],1706284581.0232406
264,['Offset Stim1'],1706284581.0232706
265,['Onset Stim1'],1706284581.577786
266,['Response: left_1'],1706284582.2400413
267,['Offset Stim1'],1706284582.2400713
268,['Onset Stim1'],1706284582.7897692
269,['Response: right_1'],1706284583.356581
270,['Offset Stim1'],1706284583.3566184
271,['Onset Stim1'],1706284583.9064322
272,['Response: left_1'],1706284584.6235425
273,['Offset Stim1'],1706284584.6235757
274,['Onset Stim1'],1706284585.1730857
275,['Response: right_1'],1706284585.8778708
276,['Offset Stim1'],1706284585.8779016
277,['Onset Stim1'],1706284586.439789
278,['Response: left_1'],1706284586.9899228
279,['Offset Stim1'],1706284586.9899557
280,['Onset Stim1'],1706284587.5397794
281,['Response: right_1'],1706284588.0944602
282,['Offset Stim1'],1706284588.0944903
283,['Onset Stim1'],1706284588.6564488
284,['Response: left_1'],1706284589.2899294
285,['Offset Stim1'],1706284589.2899587
286,['Onset Stim1'],1706284589.839766
287,['Response: left_1'],1706284590.4901037
288,['Offset Stim1'],1706284590.490134
289,['Onset Stim1'],1706284591.0399377
290,['Response: right_1'],1706284591.6565259
291,['Offset Stim1'],1706284591.6565514
292,['Onset Stim1'],1706284592.2064507
293,['Response: right_1'],1706284592.8899693
294,['Offset Stim1'],1706284592.8900003
295,['Onset Stim1'],1706284593.4399455
296,['Response: left_1'],1706284594.1734684
297,['Offset Stim1'],1706284594.1734953
298,['Onset Stim1'],1706284594.7275658
299,['Response: right_1'],1706284595.2733064
300,['Offset Stim1'],1706284595.2733371
301,['Onset Stim1'],1706284595.839951
302,['Response: right_1'],1706284596.523493
303,['Offset Stim1'],1706284596.5235233
304,['Onset Stim1'],1706284597.0775738
305,['Response: left_1'],1706284597.6899862
306,['Offset Stim1'],1706284597.6900165
307,['Onset Stim1'],1706284598.2401447
308,['Response: right_1'],1706284598.9775963
309,['Offset Stim1'],1706284598.9776273
310,['Onset Stim1'],1706284599.5399997
311,['Response: right_1'],1706284600.2568328
312,['Offset Stim1'],1706284600.256864
313,['Onset Stim1'],1706284600.806498
314,['Response: left_1'],1706284601.4611874
315,['Offset Stim1'],1706284601.4612184
316,['Onset Stim1'],1706284602.0232081
317,['Response: right_1'],1706284602.6233504
318,['Offset Stim1'],1706284602.6233804
319,['Onset Stim1'],1706284603.1900177
320,['Response: left_1'],1706284603.8736475
321,['Offset Stim1'],1706284603.8736777
322,['Onset Stim1'],1706284604.4233696
323,['Response: right_1'],1706284605.0735154
324,['Offset Stim1'],1706284605.073548
325,['Onset Stim1'],1706284605.644205
326,['Response: right_1'],1706284606.2900302
327,['Offset Stim1'],1706284606.2900617
328,['Onset Stim1'],1706284606.840067
329,['Response: left_1'],1706284607.540204
330,['Offset Stim1'],1706284607.5402343
331,['Onset Stim1'],1706284608.094442
332,['Response: right_1'],1706284608.706692
333,['Offset Stim1'],1706284608.7067223
334,['Onset Stim1'],1706284609.2567534
335,['Response: right_1'],1706284609.9402165
336,['Offset Stim1'],1706284609.9402478
337,['Onset Stim1'],1706284610.4900663
338,['Response: left_1'],1706284611.1569219
339,['Offset Stim1'],1706284611.156953
340,['Onset Stim1'],1706284611.706576
341,['Response: left_1'],1706284612.2778409
342,['Offset Stim1'],1706284612.2778716
343,['Onset Stim1'],1706284612.8402045
344,['Response: left_1'],1706284613.5068796
345,['Offset Stim1'],1706284613.5069106
346,['Onset Stim1'],1706284614.0565643
347,['Response: right_1'],1706284614.66132
348,['Offset Stim1'],1706284614.6613512
349,['Onset Stim1'],1706284615.2234256
350,['Response: right_1'],1706284615.8067555
351,['Offset Stim1'],1706284615.8067853
352,['Onset Stim1'],1706284616.3565876
353,['Response: left_1'],1706284616.9443216
354,['Offset Stim1'],1706284616.9443536
355,['Onset Stim1'],1706284617.5069113
356,['Response: right_1'],1706284618.290268
357,['Offset Stim1'],1706284618.2902963
358,['Onset Stim1'],1706284618.8401
359,['Response: left_1'],1706284619.5236561
360,['Offset Stim1'],1706284619.5236878
361,['Onset Stim1'],1706284620.0900674
362,['Response: left_1'],1706284620.890107
363,['Offset Stim1'],1706284620.890139
364,['Onset Stim1'],1706284621.4445448
365,['Response: left_1'],1706284622.0736234
366,['Offset Stim1'],1706284622.073655
367,['Onset Stim1'],1706284622.6401289
368,['Response: left_1'],1706284623.2736092
369,['Offset Stim1'],1706284623.2736394
370,['Onset Stim1'],1706284623.8232825
371,['Response: left_1'],1706284624.5234697
372,['Offset Stim1'],1706284624.5235019
373,['Onset Stim1'],1706284625.0732675
374,['Response: right_1'],1706284625.7113285
375,['Offset Stim1'],1706284625.71136
376,['Onset Stim1'],1706284626.2733133
377,['Response: left_1'],1706284626.8901749
378,['Offset Stim1'],1706284626.8902056
379,['Onset Stim1'],1706284627.4400492
380,['Response: right_1'],1706284627.9947395
381,['Offset Stim1'],1706284627.9947712
382,['Onset Stim1'],1706284628.5566795
383,['Response: right_1'],1706284629.1568213
384,['Offset Stim1'],1706284629.1568522
385,['Onset Stim1'],1706284629.706814
386,['Response: left_1'],1706284630.2778368
387,['Offset Stim1'],1706284630.277866
388,['Onset Stim1'],1706284630.8401918
389,['Response: right_1'],1706284631.506997
390,['Offset Stim1'],1706284631.5070233
391,['Onset Stim1'],1706284632.0567002
392,['Response: left_1'],1706284632.740155
393,['Offset Stim1'],1706284632.7401862
394,['Onset Stim1'],1706284633.2900283
395,['Response: left_1'],1706284634.1068506
396,['Offset Stim1'],1706284634.1068757
397,['Onset Stim1'],1706284634.6612792
398,['Response: left_1'],1706284635.3403232
399,['Offset Stim1'],1706284635.3403533
400,['Onset Stim1'],1706284635.8901792
401,['Response: right_1'],1706284636.5068488
402,['Offset Stim1'],1706284636.5068803
403,['Onset Stim1'],1706284637.0612676
404,['Response: left_1'],1706284637.7735245
405,['Offset Stim1'],1706284637.773556
406,['Onset Stim1'],1706284638.3403673
407,['Response: right_1'],1706284639.0279336
408,['Offset Stim1'],1706284639.027972
409,['Onset Stim1'],1706284639.5900733
410,['Response: right_1'],1706284640.2404912
411,['Offset Stim1'],1706284640.2405221
412,['Onset Stim1'],1706284640.7900639
413,['Response: right_1'],1706284641.4612508
414,['Offset Stim1'],1706284641.461288
415,['Onset Stim1'],1706284642.0233707
416,['Response: right_1'],1706284642.6235585
417,['Offset Stim1'],1706284642.6235876
418,['Onset Stim1'],1706284643.1736069
419,['Response: right_1'],1706284643.990384
420,['Offset Stim1'],1706284643.9904177
421,['Onset Stim1'],1706284644.5401976
422,['Response: left_1'],1706284645.4570549
423,['Offset Stim1'],1706284645.457086
424,['Onset Stim1'],1706284646.0068707
425,['Response: right_1'],1706284646.6902192
426,['Offset Stim1'],1706284646.6902459
427,['Onset Stim1'],1706284647.2402778
428,['Response: left_1'],1706284647.9281788
429,['Offset Stim1'],1706284647.9282112
430,['Onset Stim1'],1706284648.490099
431,['Response: left_1'],1706284649.14028
432,['Offset Stim1'],1706284649.1403108
433,['Onset Stim1'],1706284649.6900878
434,['Response: right_1'],1706284650.344392
435,['Offset Stim1'],1706284650.344423
436,['Onset Stim1'],1706284650.9067502
437,['Response: left_1'],1706284651.5570688
438,['Offset Stim1'],1706284651.5570998
439,['Onset Stim1'],1706284652.1067772
440,['Response: right_1'],1706284652.67793
441,['Offset Stim1'],1706284652.677961
442,['Onset Stim1'],1706284653.2402036
443,['Response: right_1'],1706284653.9069514
444,['Offset Stim1'],1706284653.9069827
445,['Onset Stim1'],1706284654.473835
446,['Response: left_1'],1706284655.2739613
447,['Offset Stim1'],1706284655.2739925
448,['Onset Stim1'],1706284655.8235095
449,['Response: left_1'],1706284656.45698
450,['Offset Stim1'],1706284656.45701
451,['Onset Stim2'],1706284669.5903282
452,['Response: left_1'],1706284671.023885
453,['Offset Stim2'],1706284671.0239167
454,['Onset Stim2'],1706284671.573559
455,['Response: left_1'],1706284672.1237376
456,['Offset Stim2'],1706284672.1237633
457,['Onset Stim2'],1706284672.678067
458,['Response: right_1'],1706284673.4405427
459,['Offset Stim2'],1706284673.4405742
460,['Onset Stim2'],1706284673.9904072
461,['Response: left_1'],1706284674.8946254
462,['Offset Stim2'],1706284674.8946564
463,['Onset Stim2'],1706284675.4570906
464,['Response: left_1'],1706284676.1239057
465,['Offset Stim2'],1706284676.123936
466,['Onset Stim2'],1706284676.6905959
467,['Response: left_1'],1706284677.3738937
468,['Offset Stim2'],1706284677.3739245
469,['Onset Stim2'],1706284677.923554
470,['Response: left_1'],1706284678.523741
471,['Offset Stim2'],1706284678.5237715
472,['Onset Stim2'],1706284679.0737867
473,['Response: left_1'],1706284679.8405545
474,['Offset Stim2'],1706284679.840586
475,['Onset Stim2'],1706284680.3902736
476,['Response: right_1'],1706284680.9904165
477,['Offset Stim2'],1706284680.9904478
478,['Onset Stim2'],1706284681.5446093
479,['Response: right_1'],1706284682.1904218
480,['Offset Stim2'],1706284682.1904478
481,['Onset Stim2'],1706284682.740587
482,['Response: left_1'],1706284683.423944
483,['Offset Stim2'],1706284683.423974
484,['Onset Stim2'],1706284683.9737482
485,['Response: left_1'],1706284684.573779
486,['Offset Stim2'],1706284684.5738094
487,['Onset Stim2'],1706284685.140493
488,['Response: left_1'],1706284685.8115175
489,['Offset Stim2'],1706284685.8115485
490,['Onset Stim2'],1706284686.3739274
491,['Response: left_1'],1706284686.990637
492,['Offset Stim2'],1706284686.9906676
493,['Onset Stim2'],1706284687.540485
494,['Response: right_1'],1706284688.2955675
495,['Offset Stim2'],1706284688.2956011
496,['Onset Stim2'],1706284688.856975
497,['Response: right_1'],1706284689.4904869
498,['Offset Stim2'],1706284689.4905176
499,['Onset Stim2'],1706284690.0405
500,['Response: right_1'],1706284690.7572298
501,['Offset Stim2'],1706284690.7572584
502,['Onset Stim2'],1706284691.307131
503,['Response: left_1'],1706284692.040632
504,['Offset Stim2'],1706284692.0406635
505,['Onset Stim2'],1706284692.5946934
506,['Response: left_1'],1706284693.2237835
507,['Offset Stim2'],1706284693.2238083
508,['Onset Stim2'],1706284693.7736778
509,['Response: left_1'],1706284694.4071662
510,['Offset Stim2'],1706284694.4072034
511,['Onset Stim2'],1706284694.9615426
512,['Response: right_1'],1706284695.640469
513,['Offset Stim2'],1706284695.6404994
514,['Onset Stim2'],1706284696.1903446
515,['Response: right_1'],1706284696.8617446
516,['Offset Stim2'],1706284696.8617706
517,['Onset Stim2'],1706284697.4238381
518,['Response: right_1'],1706284698.1238563
519,['Offset Stim2'],1706284698.1238832
520,['Onset Stim2'],1706284698.6905422
521,['Response: right_1'],1706284699.4286394
522,['Offset Stim2'],1706284699.4286704
523,['Onset Stim2'],1706284699.9904718
524,['Response: left_1'],1706284700.8238595
525,['Offset Stim2'],1706284700.8238907
526,['Onset Stim2'],1706284701.3779814
527,['Response: right_1'],1706284702.0908585
528,['Offset Stim2'],1706284702.0908904
529,['Onset Stim2'],1706284702.65723
530,['Response: right_1'],1706284703.424107
531,['Offset Stim2'],1706284703.4241433
532,['Onset Stim2'],1706284703.9904237
533,['Response: right_1'],1706284704.6740139
534,['Offset Stim2'],1706284704.6740453
535,['Onset Stim2'],1706284705.2237566
536,['Response: left_1'],1706284705.8452437
537,['Offset Stim2'],1706284705.8452752
538,['Onset Stim2'],1706284706.4070692
539,['Response: right_1'],1706284706.957246
540,['Offset Stim2'],1706284706.9572785
541,['Onset Stim2'],1706284707.5239167
542,['Response: right_1'],1706284708.2452343
543,['Offset Stim2'],1706284708.2452657
544,['Onset Stim2'],1706284708.8072422
545,['Response: left_1'],1706284709.7240922
546,['Offset Stim2'],1706284709.7241201
547,['Onset Stim2'],1706284710.278237
548,['Response: right_1'],1706284710.9406178
549,['Offset Stim2'],1706284710.9406445
550,['Onset Stim2'],1706284711.4904675
551,['Response: right_1'],1706284712.190616
552,['Offset Stim2'],1706284712.1906476
553,['Onset Stim2'],1706284712.7448165
554,['Response: left_1'],1706284713.5239453
555,['Offset Stim2'],1706284713.5239758
556,['Onset Stim2'],1706284714.073773
557,['Response: left_1'],1706284714.795039
558,['Offset Stim2'],1706284714.7950675
559,['Onset Stim2'],1706284715.3571103
560,['Response: left_1'],1706284716.023997
561,['Offset Stim2'],1706284716.024028
562,['Onset Stim2'],1706284716.590479
563,['Response: right_1'],1706284717.2906268
564,['Offset Stim2'],1706284717.2906594
565,['Onset Stim2'],1706284717.8404589
566,['Response: right_1'],1706284718.5241687
567,['Offset Stim2'],1706284718.524195
568,['Onset Stim2'],1706284719.0784242
569,['Response: left_1'],1706284719.8073478
570,['Offset Stim2'],1706284719.8073783
571,['Onset Stim2'],1706284720.3571525
572,['Response: right_1'],1706284721.0573134
573,['Offset Stim2'],1706284721.057345
574,['Onset Stim2'],1706284721.6115048
575,['Response: right_1'],1706284722.2074726
576,['Offset Stim2'],1706284722.207502
577,['Onset Stim2'],1706284722.7738163
578,['Response: left_1'],1706284723.4239876
579,['Offset Stim2'],1706284723.4240234
580,['Onset Stim2'],1706284723.9738307
581,['Response: right_1'],1706284724.857598
582,['Offset Stim2'],1706284724.85763
583,['Onset Stim2'],1706284725.423882
584,['Response: right_1'],1706284726.17429
